NO2 AQI,O3 AQI,SO2 AQI,CO AQI,AQI,FIPS,COUNTY,State_y
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24009,Calvert,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24011,Caroline,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24013,Carroll,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24015,Cecil,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24017,Charles,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24019,Dorchester,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24021,Frederick,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24023,Garrett,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24025,Harford,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24027,Howard,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24029,Kent,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24031,Montgomery,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24033,Prince Georges,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24035,Queen Annes,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24037,St Marys,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24039,Somerset,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24041,Talbot,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24043,Washington,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24045,Wicomico,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24047,Worcester,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,24510,Baltimore City,MD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25001,Barnstable,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25003,Berkshire,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25005,Bristol,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25007,Dukes,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25009,Essex,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25011,Franklin,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25013,Hampden,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25015,Hampshire,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25017,Middlesex,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25019,Nantucket,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25021,Norfolk,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25023,Plymouth,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25025,Suffolk,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,25027,Worcester,MA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26001,Alcona,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26003,Alger,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26005,Allegan,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26007,Alpena,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26009,Antrim,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26011,Arenac,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26013,Baraga,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26015,Barry,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26017,Bay,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26019,Benzie,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26021,Berrien,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26023,Branch,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26025,Calhoun,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26027,Cass,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26029,Charlevoix,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26031,Cheboygan,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26033,Chippewa,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26035,Clare,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26037,Clinton,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26039,Crawford,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26041,Delta,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26043,Dickinson,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26045,Eaton,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26047,Emmet,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26049,Genesee,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26051,Gladwin,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26053,Gogebic,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26055,Grand Traverse,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26057,Gratiot,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26059,Hillsdale,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26061,Houghton,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26063,Huron,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26065,Ingham,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26067,Ionia,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26069,Iosco,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26071,Iron,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26073,Isabella,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26075,Jackson,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26077,Kalamazoo,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26079,Kalkaska,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26081,Kent,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26083,Keweenaw,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26085,Lake,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26087,Lapeer,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26089,Leelanau,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26091,Lenawee,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26093,Livingston,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26095,Luce,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26097,Mackinac,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26099,Macomb,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26101,Manistee,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26103,Marquette,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26105,Mason,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26107,Mecosta,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26109,Menominee,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26111,Midland,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26113,Missaukee,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26115,Monroe,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26117,Montcalm,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26119,Montmorency,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26121,Muskegon,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26123,Newaygo,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26125,Oakland,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26127,Oceana,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26129,Ogemaw,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26131,Ontonagon,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26133,Osceola,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26135,Oscoda,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26137,Otsego,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26139,Ottawa,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26141,Presque Isle,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26143,Roscommon,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26145,Saginaw,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26147,St Clair,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26149,St Joseph,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26151,Sanilac,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26153,Schoolcraft,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26155,Shiawassee,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26157,Tuscola,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26159,Van Buren,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26161,Washtenaw,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26163,Wayne,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,26165,Wexford,MI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27001,Aitkin,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27003,Anoka,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27005,Becker,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27007,Beltrami,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27009,Benton,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27011,Big Stone,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27013,Blue Earth,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27015,Brown,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27017,Carlton,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27019,Carver,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27021,Cass,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27023,Chippewa,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27025,Chisago,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27027,Clay,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27029,Clearwater,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27033,Cottonwood,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27035,Crow Wing,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27037,Dakota,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27039,Dodge,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27041,Douglas,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27043,Faribault,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27045,Fillmore,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27047,Freeborn,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27049,Goodhue,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27051,Grant,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27053,Hennepin,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27055,Houston,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27057,Hubbard,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27059,Isanti,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27061,Itasca,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27063,Jackson,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27065,Kanabec,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27067,Kandiyohi,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27069,Kittson,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27071,Koochiching,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27073,Lac qui Parle,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27075,Lake,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27077,Lake of the Woods,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27079,Le Sueur,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27081,Lincoln,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27083,Lyon,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27085,McLeod,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27087,Mahnomen,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27089,Marshall,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27091,Martin,MN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,27093,Meeker,MN
